order,year,month,date,season,location,type1,type,tempW,distance,tempA,rainfall,KMnO,pH,Turb,FreeCl,THMs,CHCl3,BDCM,DBCM,CH,DBAN,DCAN,TCAN,HAAs,HANs,address1,Longitude,Latitude
346,2021,2,02/02/21,Winter,GA,0,DWTP,2.8,0,-5.6,0,1.3,7.3,0.05,0.33,0.012,0.007,0.003,0.002,0.0006,0,0,0,0.007,0,??????????,127.1724669,37.5198224
347,2021,2,02/02/21,Winter,GA,1,Tap,3.4,5,-5.6,0,1.6,7.3,0.06,0.27,0.012,0.007,0.003,0.002,0.0008,0,0,0,0.006,0,?????? ?????? 126-5,127.1341668,37.4878551
348,2021,2,02/02/21,Winter,GA,2,Tank,4.4,5,-5.6,0,1.6,7.2,0.05,0.16,0.015,0.008,0.004,0.003,0.0011,0,0.0005,0,0.006,0.0005,?????? ??????31?? 56,127.1354467,37.4905974
350,2021,2,02/02/21,Winter,AS,0,DWTP,2.6,0,-5.6,0,1.6,7.2,0.04,0.44,0.01,0.006,0.002,0.002,0.0006,0,0,0,0.006,0,??????????,127.1419079,37.56223559
351,2021,2,02/02/21,Winter,AS,1,Tap,3.8,9.6,-5.6,0,1.9,7.3,0.05,0.2,0.013,0.007,0.004,0.002,0.0015,0,0.0006,0,0.009,0.0006,?????? ?????? 316,127.0653272,37.4974176
352,2021,2,02/02/21,Winter,AS,2,Tank,7.9,12,-5.6,0,1.6,7.4,0.05,0.12,0.02,0.011,0.006,0.003,0.0021,0,0.0008,0,0.008,0.0008,?????? ?????? 1271,127.052334,37.4777038
354,2021,1,15/01/21,Winter,GU,0,DWTP,2.6,0,4.5,0.2,1.9,7.3,0.04,0.31,0.011,0.008,0.003,0,0,0,0,0,0.006,0,??????????,127.093008,37.544212
355,2021,1,15/01/21,Winter,GU,1,Tap,3.1,3.4,4.5,0.2,2.2,7.2,0.04,0.25,0.012,0.008,0.004,0,0.0008,0,0,0,0.007,0,?????? ???????? 228,127.0878178,37.5736945
356,2021,1,15/01/21,Winter,GU,2,Tank,3.5,3.4,4.5,0.2,2.2,7.4,0.04,0.14,0.014,0.009,0.005,0,0.0012,0,0,0,0.008,0,?????? ???????? 228,127.0878178,37.5736945
358,2021,1,15/01/21,Winter,DD,0,DWTP,2.1,0,4.5,0.2,2.2,7.4,0.04,0.4,0.011,0.008,0.003,0,0,0,0,0,0.005,0,??????????,127.0419434,37.5402628
359,2021,1,15/01/21,Winter,DD,1,Tap,4,5,4.5,0.2,1.3,7.4,0.04,0.3,0.011,0.008,0.003,0,0.0008,0,0,0,0.006,0,???? ??????36?? 110,127.019505,37.5592001
360,2021,1,15/01/21,Winter,DD,2,Tank,5.2,6,4.5,0.2,1.9,7.4,0.06,0.21,0.014,0.01,0.004,0,0.0013,0,0,0,0.007,0,???? ??????42???? 46,127.0172826,37.5623943
362,2020,12,01/12/20,Winter,GB,0,DWTP,12.3,0,1.1,0,1.9,7.2,0.04,0.53,0.015,0.01,0.004,0.001,0,0,0,0,0.003,0,??????????,127.184416,37.594685
363,2020,12,01/12/20,Winter,GB,1,Tap,11.7,26,1.1,0,1.9,7.1,0.06,0.33,0.021,0.013,0.006,0.002,0.001,0,0,0,0.005,0,???????? ?????????? 85,126.9471446,37.5988641
364,2020,12,01/12/20,Winter,GB,2,Tank,11.2,26.6,1.1,0,1.3,7.1,0.05,0.23,0.025,0.016,0.007,0.002,0.0019,0,0.0008,0,0.006,0.0008,???????? ??????10?? 33,126.9508647,37.6026067
366,2020,12,01/12/20,Winter,YD,0,DWTP,7.8,0,1.1,0,1.3,7.3,0.05,0.62,0.016,0.01,0.005,0.001,0,0,0,0,0.002,0,????????????,126.884068,37.547564
367,2020,12,01/12/20,Winter,YD,1,Tap,12,3.6,1.1,0,1.9,7.2,0.05,0.27,0.023,0.015,0.006,0.002,0.0018,0,0.0006,0,0.008,0.0006,?????? ???????? 124,126.8211025,37.5593481
368,2020,12,01/12/20,Winter,YD,2,Tank,12.4,6.9,1.1,0,1.3,7.3,0.08,0.12,0.025,0.017,0.006,0.002,0.0027,0,0.0009,0,0.011,0.0009,?????? ???????? 105,126.8664767,37.5170481
370,2020,11,04/11/20,Autumn,GA,0,DWTP,14.4,0,4.9,0,1.6,7.1,0.05,0.37,0.032,0.02,0.01,0.002,0.0007,0,0,0,0.004,0,??????????,127.1724669,37.5198224
371,2020,11,04/11/20,Autumn,GA,1,Tap,14.5,3,4.9,0,1.6,7,0.04,0.34,0.031,0.019,0.01,0.002,0.0006,0,0,0,0.004,0,?????? ?????? 424-17,127.1432602,37.5128048
372,2020,11,04/11/20,Autumn,GA,2,Tank,15.5,4,4.9,0,1.9,7,0.05,0.19,0.033,0.02,0.011,0.002,0.0013,0,0.0006,0,0.005,0.0006,?????? ?????? 342,127.1398063,37.5055677
374,2020,11,04/11/20,Autumn,AS,0,DWTP,13,0,4.9,0,1.9,7,0.06,0.62,0.023,0.013,0.008,0.002,0,0,0,0,0.004,0,??????????,127.1419079,37.56223559
375,2020,11,04/11/20,Autumn,AS,1,Tap,15.3,11.3,4.9,0,1.6,7.1,0.04,0.34,0.03,0.016,0.011,0.003,0.0012,0,0.0006,0,0.004,0.0006,?????? ?????? 546,127.0971636,37.4672649
376,2020,11,04/11/20,Autumn,AS,2,Tank,15.5,11.1,4.9,0,1.6,7.2,0.04,0.18,0.031,0.016,0.012,0.003,0.0017,0,0.0007,0,0.006,0.0007,?????? ??????3?? 21,127.0886878,37.4712792
378,2020,10,06/10/20,Autumn,GU,0,DWTP,19.2,0,14.2,0,0.3,7,0.05,0.52,0.018,0.014,0.003,0.001,0,0,0,0,0.001,0,??????????,127.093008,37.544212
379,2020,10,06/10/20,Autumn,GU,1,Tap,9.3,2.5,14.2,0,0.3,6.9,0.09,0.25,0.032,0.024,0.006,0.002,0.0021,0,0.0008,0,0.004,0.0008,?????? ?????? 911,127.0375183,37.6334146
380,2020,10,06/10/20,Autumn,GU,2,Tank,22.1,2.5,14.2,0,0.6,7.1,0.09,0.12,0.03,0.022,0.006,0.002,0.0034,0,0.0009,0,0.003,0.0009,?????? ?????? 911,127.0375183,37.6334146
382,2020,10,06/10/20,Autumn,DD,0,DWTP,18.8,0,14.2,0,0.3,6.9,0.05,0.59,0.029,0.021,0.006,0.002,0,0,0,0,0,0,??????????,127.0419434,37.5402628
383,2020,10,06/10/20,Autumn,DD,1,Tap,20.7,15,14.2,0,0.3,6.9,0.04,0.29,0.03,0.022,0.006,0.002,0.0014,0,0.0005,0,0.002,0.0005,?????? ??????2?? 510-2,127.0195019,37.5520121
384,2020,10,06/10/20,Autumn,DD,2,Tank,20.4,15,14.2,0,0.3,7,0.04,0.28,0.029,0.021,0.006,0.002,0.0015,0,0.0005,0,0.003,0.0005,?????? ???????? 27,127.017936,37.5503302
386,2020,9,01/09/20,Autumn,GB,0,DWTP,28.2,0,26.6,0,0.9,6.8,0.06,0.6,0.032,0.026,0.005,0.001,0,0,0,0,0.004,0,??????????,127.184416,37.594685
387,2020,9,01/09/20,Autumn,GB,1,Tap,24.7,1.7,26.6,0,1.6,7.1,0.05,0.11,0.039,0.03,0.007,0.002,0.0016,0,0,0,0.006,0,?????? ???????? 90,127.0368734,37.61044
388,2020,9,01/09/20,Autumn,GB,2,Tank,24.2,1.9,26.6,0,1.3,7,0.04,0.24,0.037,0.028,0.007,0.002,0.001,0,0,0,0.006,0,?????? ???????? 90,127.0368734,37.61044
390,2020,9,01/09/20,Autumn,YD,0,DWTP,23.5,0,26.6,0,0.3,7,0.06,0.74,0.037,0.03,0.006,0.001,0,0,0,0,0.005,0,????????????,126.884068,37.547564
391,2020,9,01/09/20,Autumn,YD,1,Tap,25.1,13.3,26.6,0,0.3,7,0.05,0.47,0.033,0.026,0.006,0.001,0.0007,0,0,0,0.009,0,?????? ????????10?? 13,126.8710739,37.5195788
392,2020,9,01/09/20,Autumn,YD,2,Tank,24.5,13.4,26.6,0,0.3,7.3,0.05,0.37,0.028,0.021,0.005,0.002,0.001,0,0,0,0.008,0,?????? ??????20?? 158,126.8616244,37.4916164
394,2020,8,04/08/20,Summer,GA,0,DWTP,22.1,0,27,3.9,1.9,6.9,0.07,0.43,0.043,0.034,0.008,0.001,0.0018,0,0.0006,0,0.006,0.0006,??????????,127.1724669,37.5198224
395,2020,8,04/08/20,Summer,GA,1,Tap,24.1,15,27,3.9,2.2,6.9,0.07,0.12,0.044,0.034,0.009,0.001,0.0025,0,0.0008,0,0.005,0.0008,?????? ??????23?? 23,127.1342738,37.5017206
396,2020,8,04/08/20,Summer,GA,2,Tank,23.8,15,27,3.9,1.6,6.9,0.06,0.15,0.046,0.036,0.009,0.001,0.0038,0,0.001,0,0.005,0.001,?????? ??????32?? 14,127.1186753,37.5047234
397,2020,8,04/08/20,Summer,AS,0,DWTP,22.3,0,27,3.9,1.6,6.7,0.05,0.62,0.04,0.032,0.007,0.001,0.0006,0,0,0,0.004,0,??????????,127.1419079,37.56223559
398,2020,8,04/08/20,Summer,AS,1,Tap,22.7,10.8,27,3.9,2.5,6.8,0.05,0.32,0.047,0.036,0.009,0.002,0.0024,0,0.001,0,0.006,0.001,?????? ?????? 604,127.038955,37.5095247
399,2020,8,04/08/20,Summer,AS,2,Tank,22.3,11.3,27,3.9,1.9,7,0.06,0.11,0.048,0.036,0.01,0.002,0.0031,0,0.0013,0,0.006,0.0013,?????? ?????? 26?? 25,127.0301775,37.5117835
401,2020,7,07/07/20,Summer,GU,0,DWTP,24.1,0,24.1,0,0.6,7.2,0.05,0.57,0.021,0.011,0.007,0.003,0,0,0,0,0,0,??????????,127.093008,37.544212
402,2020,7,07/07/20,Summer,GU,1,Tap,24.5,3.5,24.1,0,0.9,7.2,0.05,0.26,0.031,0.016,0.011,0.004,0.0016,0.0007,0.0007,0,0.002,0.0014,?????? ?????? 76???? 20,127.0798811,37.5684609
403,2020,7,07/07/20,Summer,GU,2,Tank,24.7,3.5,24.1,0,1.3,7.4,0.05,0.09,0.033,0.017,0.011,0.005,0.002,0.0005,0.0007,0,0.003,0.0012,?????? ?????? 76???? 17,127.0793775,37.5684587
405,2020,7,07/07/20,Summer,DD,0,DWTP,23.9,0,24.1,0,1.3,7.1,0.05,0.71,0.028,0.018,0.008,0.002,0,0,0,0,0,0,??????????,127.0419434,37.5402628
406,2020,7,07/07/20,Summer,DD,1,Tap,24.3,35,24.1,0,0.9,7.1,0.05,0.26,0.035,0.019,0.012,0.004,0.0011,0,0.0006,0,0.004,0.0006,?????? ???????? 11?? 35,126.903537,37.5621531
407,2020,7,07/07/20,Summer,DD,2,Tank,25.1,35,24.1,0,0.9,7.1,0.05,0.11,0.036,0.02,0.012,0.004,0.0022,0.0005,0.0009,0,0.002,0.0014,?????? ???????? 11?? 43,126.9030649,37.5622749
409,2020,6,02/06/20,Summer,GB,0,DWTP,24.3,0,17.9,2,1.9,7.2,0.08,0.6,0.023,0.014,0.006,0.003,0,0,0,0,0,0,??????????,127.184416,37.594685
410,2020,6,02/06/20,Summer,GB,1,Tap,12,15,17.9,2,1.9,7.5,0.07,0.21,0.031,0.019,0.009,0.003,0.0012,0,0.001,0,0.002,0.001,?????? ?????????? 160,127.0773705,37.6421141
411,2020,6,02/06/20,Summer,GB,2,Tank,21.5,15,17.9,2,1.6,7.3,0.12,0,0.034,0.02,0.01,0.004,0.0023,0,0.0013,0,0.003,0.0013,?????? ??????22??1,127.0710937,37.6486645
413,2020,6,02/06/20,Summer,YD,0,DWTP,20,0,17.9,2,1.9,7.1,0.08,0.49,0.025,0.015,0.007,0.003,0,0,0,0,0,0,????????????,126.884068,37.547564
414,2020,6,02/06/20,Summer,YD,1,Tap,19.2,16,17.9,2,1.3,7.3,0.1,0.13,0.031,0.018,0.009,0.004,0.001,0,0.0009,0,0.002,0.0009,?????? ?????? 73,126.8903849,37.462262
415,2020,6,02/06/20,Summer,YD,2,Tank,20.1,16,17.9,2,1.6,7.2,0.07,0.16,0.031,0.018,0.009,0.004,0.0012,0,0.0009,0,0.001,0.0009,?????? ?????? 73,126.8903849,37.462262
417,2020,5,06/05/20,Spring,GA,0,DWTP,16.8,0,19.4,0,1.6,7.2,0.06,0.32,0.027,0.019,0.006,0.002,0,0,0,0,0.001,0,??????????,127.1724669,37.5198224
418,2020,5,06/05/20,Spring,GA,1,Tap,17,6,19.4,0,1.9,7.3,0.07,0.25,0.03,0.02,0.007,0.003,0.0008,0,0,0,0.002,0,?????? ??????13?? 15-18,127.134313,37.4940778
419,2020,5,06/05/20,Spring,GA,2,Tank,17,6,19.4,0,1.6,7.3,0.06,0.18,0.031,0.02,0.008,0.003,0.0015,0,0.0006,0,0.003,0.0006,?????? ??????18?? 44,127.1335912,37.4921298
421,2020,5,06/05/20,Spring,AS,0,DWTP,17.1,0,19.4,0,2.2,7.1,0.06,0.51,0.025,0.013,0.009,0.003,0,0,0,0,0.001,0,??????????,127.1419079,37.56223559
422,2020,5,06/05/20,Spring,AS,1,Tap,17.5,25,19.4,0,1.9,7.3,0.06,0.32,0.033,0.016,0.012,0.005,0.0018,0,0.0008,0,0.003,0.0008,?????? ????????4???? 5,126.9583943,37.4763345
423,2020,5,06/05/20,Spring,AS,2,Tank,18.3,43,19.4,0,1.9,7.3,0.06,0.29,0.033,0.016,0.012,0.005,0.0018,0,0.0008,0,0.005,0.0008,???????? ??????????35???? 19,126.917446,37.502914
425,2020,4,07/04/20,Spring,GU,0,DWTP,12,0,10.6,0,0.6,7.1,0.06,0.44,0.013,0.007,0.005,0.001,0,0,0,0,0.001,0,??????????,127.093008,37.544212
426,2020,4,07/04/20,Spring,GU,1,Tap,12.2,14,10.6,0,0.9,7.2,0.06,0.22,0.015,0.008,0.005,0.002,0.001,0,0.0007,0,0.003,0.0007,?????? ??????31?? 51,127.0378057,37.6305856
427,2020,4,07/04/20,Spring,GU,2,Tank,13.3,14,10.6,0,0.6,7.4,0.06,0.14,0.019,0.009,0.007,0.003,0.0018,0,0.0008,0,0.006,0.0008,?????? ??????115?? 20,127.0362166,37.6330865
429,2020,4,07/04/20,Spring,DD,0,DWTP,12.2,0,10.6,0,0.6,7.1,0.06,0.5,0.015,0.009,0.005,0.001,0,0,0,0,0,0,??????????,127.0419434,37.5402628
430,2020,4,07/04/20,Spring,DD,1,Tap,13.6,5.8,10.6,0,0.9,7.2,0.06,0.22,0.016,0.009,0.005,0.002,0,0,0,0,0.002,0,?????? ?????? 32-6,126.9781489,37.5486858
431,2020,4,07/04/20,Spring,DD,2,Tank,13.4,5,10.6,0,0.6,7.2,0.07,0.19,0.017,0.009,0.006,0.002,0.001,0,0.0006,0,0.003,0.0006,???? ??????26?? 52,126.9890189,37.5589194
433,2020,3,10/03/20,Spring,GB,0,DWTP,11.1,0,6.4,11.8,1.3,7.1,0.06,0.43,0.009,0.006,0.003,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
434,2020,3,10/03/20,Spring,GB,1,Tap,8.3,25,6.4,11.8,0.6,7.1,0.07,0.28,0.013,0.007,0.005,0.001,0,0,0,0,0.005,0,???????? ?????? 34?? 27,126.949354,37.5861083
435,2020,3,10/03/20,Spring,GB,2,Tank,8.8,25,6.4,11.8,0.9,7.1,0.06,0.11,0.017,0.009,0.006,0.002,0.0008,0,0.0009,0,0.005,0.0009,???????? ?????? 34?? 43,126.9495882,37.5876589
437,2020,3,10/03/20,Spring,YD,0,DWTP,9.1,0,6.4,11.8,0.6,7.1,0.05,0.42,0.011,0.007,0.004,0,0,0,0,0,0.002,0,????????????,126.884068,37.547564
438,2020,3,10/03/20,Spring,YD,1,Tap,8.5,10.2,6.4,11.8,0.6,7.1,0.07,0.37,0.015,0.009,0.005,0.001,0,0,0.0006,0,0.006,0.0006,?????? ?????? 59?? 38,126.8596447,37.5606169
439,2020,3,10/03/20,Spring,YD,2,Tank,8.9,2.6,6.4,11.8,0.9,7.1,0.06,0.25,0.016,0.009,0.006,0.001,0.0006,0,0.0008,0,0.007,0.0008,?????? ?????? 382,126.8625018,37.4952641
441,2020,2,04/02/20,Winter,GA,0,DWTP,5.2,0,-1.6,1.7,0.6,7.3,0.06,0.31,0.011,0.006,0.003,0.002,0,0,0,0,0.003,0,??????????,127.1724669,37.5198224
442,2020,2,04/02/20,Winter,GA,1,Tap,7.1,15,-1.6,1.7,0.6,6.8,0.06,0.2,0.012,0.007,0.003,0.002,0,0,0,0,0.003,0,?????? ?????????? 20?? 13,127.102485,37.506195
443,2020,2,04/02/20,Winter,GA,2,Tank,9,15,-1.6,1.7,0.6,6.9,0.08,0.09,0.016,0.009,0.004,0.003,0.0011,0,0,0,0.005,0,?????? ???????? 445,127.1059173,37.5060826
445,2020,2,04/02/20,Winter,AS,0,DWTP,4.7,0,-1.6,1.7,0.9,7,0.06,0.51,0.012,0.006,0.004,0.002,0,0,0,0,0.005,0,??????????,127.1419079,37.56223559
446,2020,2,04/02/20,Winter,AS,1,Tap,6.1,11,-1.6,1.7,0.9,6.9,0.07,0.25,0.015,0.007,0.005,0.003,0.0011,0,0.0005,0,0.007,0.0005,?????? ?????? 8,127.0619924,37.4833101
447,2020,2,04/02/20,Winter,AS,2,Tank,7.1,11,-1.6,1.7,1.3,6.9,0.06,0.25,0.019,0.01,0.006,0.003,0.0017,0,0.0007,0,0.008,0.0007,?????? ?????? 8,127.0619924,37.4833101
449,2020,1,07/01/20,Winter,GU,0,DWTP,4,0,6.3,46.3,1.9,7.2,0.06,0.37,0.017,0.01,0.005,0.002,0,0,0,0,0.006,0,??????????,127.093008,37.544212
450,2020,1,07/01/20,Winter,GU,1,Tap,7.2,3,6.3,46.3,1.9,7.3,0.05,0.35,0.021,0.011,0.007,0.003,0.001,0,0.0007,0,0.008,0.0007,?????? ???????? 115,127.086569,37.5638986
451,2020,1,07/01/20,Winter,GU,2,Tank,11.8,3,6.3,46.3,1.6,7.3,0.08,0.14,0.029,0.016,0.009,0.004,0.0021,0,0.001,0,0.006,0.001,?????? ???????? 127,127.0857923,37.5650124
453,2020,1,07/01/20,Winter,DD,0,DWTP,4.2,0,6.3,46.3,1.6,7.1,0.05,0.35,0.018,0.011,0.005,0.002,0,0,0,0,0.004,0,??????????,127.0419434,37.5402628
454,2020,1,07/01/20,Winter,DD,1,Tap,5.1,3.8,6.3,46.3,1.6,7.3,0.06,0.35,0.02,0.012,0.005,0.003,0,0,0,0,0.005,0,???? ??????1?? 37-14,127.0078442,37.5619088
455,2020,1,07/01/20,Winter,DD,2,Tank,5.8,2.9,6.3,46.3,1.6,7.4,0.05,0.18,0.023,0.012,0.007,0.004,0,0,0.0005,0,0.005,0.0005,???? ?????? 843??,127.0178958,37.5581685
457,2019,12,03/12/19,Winter,GB,0,DWTP,8.2,0,0.5,0.6,1.9,7.2,0.05,0.53,0.02,0.013,0.005,0.002,0,0,0,0,0.005,0,??????????,127.184416,37.594685
458,2019,12,03/12/19,Winter,GB,1,Tap,10.2,28,0.5,0.6,1.9,7.1,0.05,0.23,0.029,0.018,0.008,0.003,0.0012,0,0.0009,0,0.008,0.0009,???????? ?????? 290,126.9363862,37.5829394
459,2019,12,03/12/19,Winter,GB,2,Tank,13,28,0.5,0.6,1.6,7.2,0.06,0.16,0.033,0.021,0.009,0.003,0.0019,0,0.0011,0,0.01,0.0011,???????? ?????? 272,126.9364998,37.5813047
461,2019,12,03/12/19,Winter,YD,0,DWTP,8.6,0,0.5,0.6,1.9,7.1,0.06,0.46,0.021,0.012,0.006,0.003,0,0,0,0,0.004,0,????????????,126.884068,37.547564
462,2019,12,03/12/19,Winter,YD,1,Tap,10.9,2.6,0.5,0.6,2.2,7,0.08,0.23,0.027,0.017,0.007,0.003,0.0008,0,0.0008,0,0.008,0.0008,?????? ????????10?? 10,126.8709191,37.5187924
463,2019,12,03/12/19,Winter,YD,2,Tank,12.4,4.9,0.5,0.6,1.9,7.2,0.05,0.1,0.033,0.019,0.01,0.004,0.0017,0,0.0009,0,0.008,0.0009,?????? ???????? 148,126.8847444,37.4921086
465,2019,11,05/11/19,Autumn,GA,0,DWTP,16.9,0,12.4,0,1.3,7.2,0.05,0.35,0.03,0.018,0.009,0.003,0,0,0,0,0.003,0,??????????,127.1724669,37.5198224
466,2019,11,05/11/19,Autumn,GA,1,Tap,17.8,12,12.4,0,1.6,6.9,0.05,0.28,0.034,0.02,0.01,0.004,0,0,0,0,0.004,0,?????? ?????? 22?? 35,127.1153,37.5307499
467,2019,11,05/11/19,Autumn,GA,2,Tank,22.1,12,12.4,0,1.3,6.9,0.05,0.19,0.03,0.017,0.009,0.004,0.0009,0,0.0005,0,0.004,0.0005,?????? ?????? 24?? 42,127.1168309,37.5321392
469,2019,11,05/11/19,Autumn,AS,0,DWTP,16.5,0,12.4,0,1.3,7.2,0.05,0.59,0.021,0.013,0.006,0.002,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
470,2019,11,05/11/19,Autumn,AS,1,Tap,17,17,12.4,0,1.3,6.9,0.05,0.38,0.029,0.016,0.009,0.004,0,0,0,0,0.004,0,?????? ??????47?? 30,127.0383505,37.5185933
471,2019,11,05/11/19,Autumn,AS,2,Tank,17.8,17,12.4,0,1.6,7,0.06,0.26,0.029,0.016,0.009,0.004,0.0012,0,0,0,0.005,0,?????? ?????? 731,127.0340133,37.5202924
473,2019,10,01/10/19,Autumn,GU,0,DWTP,22,0,23.1,0,0.9,7.6,0.08,0.44,0.03,0.02,0.008,0.002,0,0,0,0,0.003,0,??????????,127.093008,37.544212
474,2019,10,01/10/19,Autumn,GU,1,Tap,22.9,13,23.1,0,0.9,7,0.08,0.27,0.043,0.027,0.012,0.004,0.0007,0,0.0005,0,0.006,0.0005,?????? ?????? 187-25,127.0375228,37.6295223
475,2019,10,01/10/19,Autumn,GU,2,Tank,23.1,13,23.1,0,0.9,7,0.09,0.2,0.037,0.023,0.01,0.004,0.0009,0,0.0006,0,0.005,0.0006,?????? ?????? 31?? 51,127.0378057,37.6305856
477,2019,10,01/10/19,Autumn,DD,0,DWTP,21.5,0,23.1,0,0.9,7.1,0.08,0.61,0.035,0.025,0.008,0.002,0,0,0,0,0.003,0,??????????,127.0419434,37.5402628
478,2019,10,01/10/19,Autumn,DD,1,Tap,22.6,3.6,23.1,0,0.9,7.1,0.08,0.23,0.036,0.022,0.01,0.004,0,0,0,0,0.004,0,???????? ???????? 353,127.0587371,37.5629302
479,2019,10,01/10/19,Autumn,DD,2,Tank,23.4,3.6,23.1,0,1.3,7.2,0.08,0.14,0.036,0.022,0.01,0.004,0.0012,0,0.0006,0,0.005,0.0006,???????? ?????? 4,127.058546,37.5632601
481,2019,9,07/09/19,Autumn,GB,0,DWTP,25,0,25.7,2.8,1.3,6.9,0.08,0.67,0.019,0.012,0.005,0.002,0,0,0,0,0.006,0,??????????,127.184416,37.594685
482,2019,9,07/09/19,Autumn,GB,1,Tap,25.3,14,25.7,2.8,1.3,7,0.09,0.39,0.027,0.017,0.007,0.003,0.0011,0,0.0006,0,0.008,0.0006,?????? ???????? 310,127.0293239,37.6073072
483,2019,9,07/09/19,Autumn,GB,2,Tank,25.9,13.9,25.7,2.8,1.3,7,0.12,0.05,0.031,0.019,0.009,0.003,0.0033,0,0.001,0,0.009,0.001,?????? ?????? 191,127.0305156,37.6070742
485,2019,9,07/09/19,Autumn,YD,0,DWTP,27.8,0,25.7,2.8,1.3,7,0.1,0.58,0.033,0.023,0.008,0.002,0,0,0,0,0.006,0,????????????,126.884068,37.547564
486,2019,9,07/09/19,Autumn,YD,1,Tap,25.4,1.9,25.7,2.8,1.6,7,0.09,0.33,0.038,0.025,0.01,0.003,0.0017,0,0.0007,0,0.008,0.0007,?????? ?????? 171,126.86209,37.5452275
487,2019,9,07/09/19,Autumn,YD,2,Tank,26.3,1.5,25.7,2.8,1.6,7,0.09,0.36,0.032,0.021,0.008,0.003,0.001,0,0.0005,0,0.008,0.0005,?????? ???????? 376,126.8475932,37.5568357
489,2019,8,06/08/19,Summer,GA,0,DWTP,25.5,0,31.6,0,1.6,7,0.07,0.48,0.044,0.032,0.009,0.003,0,0,0,0,0.005,0,??????????,127.1724669,37.5198224
490,2019,8,06/08/19,Summer,GA,1,Tap,24.6,12,31.6,0,1.9,7,0.13,0.11,0.049,0.035,0.011,0.003,0.0019,0,0.0009,0,0.006,0.0009,?????? ???????? 64?? 42,127.124438,37.4979534
491,2019,8,06/08/19,Summer,GA,2,Tank,26.1,12,31.6,0,1.9,7,0.09,0.17,0.054,0.039,0.011,0.004,0.0021,0,0.001,0,0.006,0.001,?????? ?????? 123,127.1234827,37.4962469
493,2019,8,06/08/19,Summer,AS,0,DWTP,27.8,0,31.6,0,1.9,7,0.07,0.5,0.037,0.025,0.009,0.003,0,0,0,0,0.005,0,??????????,127.1419079,37.56223559
494,2019,8,06/08/19,Summer,AS,1,Tap,25.4,22.3,31.6,0,1.6,7.1,0.06,0.43,0.046,0.032,0.011,0.003,0.0014,0,0.0012,0,0.007,0.0012,???????? ??????23?? 11,126.8974344,37.5249831
495,2019,8,06/08/19,Summer,AS,2,Tank,26.3,22.3,31.6,0,1.6,7.3,0.08,0.08,0.047,0.032,0.012,0.003,0.0027,0,0.0015,0,0.007,0.0015,???????? ??????31?? 10,126.8958297,37.5268243
497,2019,7,02/07/19,Summer,GU,0,DWTP,23.8,0,24.4,0,1.6,6.9,0.07,0.44,0.028,0.016,0.01,0.002,0,0,0,0,0.001,0,??????????,127.093008,37.544212
498,2019,7,02/07/19,Summer,GU,1,Tap,23.7,2.3,24.4,0,1.6,7.2,0.07,0.33,0.033,0.019,0.011,0.003,0.0012,0,0.0007,0,0.002,0.0007,?????? ?????? 43?? 13,127.0695645,37.554604
499,2019,7,02/07/19,Summer,GU,2,Tank,25.2,3.5,24.4,0,0.9,7,0.15,0.18,0.039,0.024,0.011,0.004,0.002,0,0.0007,0,0.002,0.0007,?????? ???????? 506,127.033664,37.5703813
501,2019,7,02/07/19,Summer,DD,0,DWTP,16.7,0,24.4,0,0.9,6.9,0.07,0.6,0.04,0.025,0.012,0.003,0,0,0,0,0,0,??????????,127.0419434,37.5402628
502,2019,7,02/07/19,Summer,DD,1,Tap,16.8,3.3,24.4,0,1.6,7.1,0.07,0.37,0.041,0.026,0.012,0.003,0.0008,0,0.0005,0,0.001,0.0005,???? ?????? 44?? 85,127.0218748,37.5651081
503,2019,7,02/07/19,Summer,DD,2,Tank,19,3.3,24.4,0,1.3,7,0.09,0.12,0.044,0.027,0.013,0.004,0.002,0,0.0007,0,0.003,0.0007,???? ?????? 78,127.0081387,37.5511632
505,2019,6,04/06/19,Summer,GB,0,DWTP,15.7,0,22.6,0,0.9,7.1,0.06,0.54,0.024,0.015,0.007,0.002,0,0,0,0,0.001,0,??????????,127.184416,37.594685
506,2019,6,04/06/19,Summer,GB,1,Tap,15.8,5.1,22.6,0,0.6,7.1,0.07,0.25,0.033,0.021,0.009,0.003,0.0019,0,0.0013,0,0.005,0.0013,???????? ?????? 189,126.9352417,37.5738808
507,2019,6,04/06/19,Summer,GB,2,Tank,16.6,5.1,22.6,0,0.6,7.4,0.07,0.19,0.032,0.02,0.009,0.003,0.0025,0,0.0013,0,0.004,0.0013,???????? ?????? 365-14,126.9301576,37.5646269
509,2019,6,04/06/19,Summer,YD,0,DWTP,16.7,0,22.6,0,0.9,7.2,0.07,0.42,0.031,0.019,0.009,0.003,0,0,0,0,0.001,0,????????????,126.884068,37.547564
510,2019,6,04/06/19,Summer,YD,1,Tap,16.8,5,22.6,0,0.9,7.3,0.08,0.21,0.038,0.024,0.01,0.004,0.0008,0,0.0008,0,0.002,0.0008,?????? ??????16??7,126.8426677,37.5177402
