order,year,month,date,season,location,type1,type,tempW,distance,tempA,rainfall,KMnO,pH,Turb,FreeCl,THMs,CHCl3,BDCM,DBCM,CH,DBAN,DCAN,TCAN,HAAs,HANs,address1,Longitude,Latitude
2,2024,9,25/09/24,Autumn,GB,0,DWTP,30.3,0,23.3,0,0.7,7,0.05,0.68,0.036,0.023,0.009,0.004,0.0007,0.0005,0,0,0,0,??????????,127.184416,37.594685
3,2024,9,25/09/24,Autumn,GB,1,Tap,26.4,9.1,23.3,0,0.8,6.9,0.06,0.2,0.045,0.028,0.012,0.005,0.0021,0.0005,0.0007,0,0.003,0.003,??????????????6??33,127.0311666,37.6597775
4,2024,9,25/09/24,Autumn,GB,2,Tank,26.8,11.3,23.3,0,0.7,6.9,0.06,0.25,0.046,0.029,0.012,0.005,0.0024,0.0006,0.0007,0,0.003,0.003,????????????160-1,127.0317068,37.6348903
6,2024,9,25/09/24,Autumn,YD,0,DWTP,28,0,23.3,0,0.8,7,0.06,0.65,0.052,0.037,0.011,0.004,0.0009,0,0,0,0.001,0.001,????????????,126.884068,37.547564
7,2024,9,25/09/24,Autumn,YD,1,Tap,27.6,5.1,23.3,0,1.2,6.7,0.09,0.22,0.059,0.04,0.014,0.005,0.0028,0.0005,0.0009,0,0.005,0.005,????????????335,126.8405038,37.5692343
8,2024,9,25/09/24,Autumn,YD,2,Tank,21.5,6.5,23.3,0,1,6.9,0.05,0.21,0.06,0.041,0.014,0.005,0.0028,0.0005,0.001,0,0.005,0.005,??????????????2????5,126.808953,37.5603655
10,2024,8,05/08/24,Summer,GA,0,DWTP,24.8,0,30,1.3,0.9,7.2,0.05,0.44,0.028,0.022,0.006,0,0.001,0,0.0005,0,0.003,0.0005,??????????,127.1724669,37.5198224
11,2024,8,05/08/24,Summer,GA,1,Tap,26.2,15,30,1.3,1,6.8,0.06,0.27,0.03,0.023,0.007,0,0.0014,0,0.0007,0,0.004,0.0007,?????????????? 28,127.120436,37.494891
12,2024,8,05/08/24,Summer,GA,2,Tank,24.3,15,30,1.3,0.9,6.8,0.06,0.14,0.033,0.026,0.007,0,0.0022,0,0.0009,0,0.004,0.0009,????????????32??14,127.1186753,37.5047234
14,2024,8,05/08/24,Summer,AS,0,DWTP,25.9,0,30,1.3,0.8,7,0.06,0.59,0.038,0.029,0.009,0,0.0006,0,0,0,0.001,0,??????????,127.1419079,37.56223559
15,2024,8,05/08/24,Summer,AS,1,Tap,25.2,11,30,1.3,0.9,6.8,0.05,0.34,0.042,0.031,0.011,0,0.0016,0,0.0006,0,0.004,0.0006,????????????32??16,127.0436095,37.4840905
16,2024,8,05/08/24,Summer,AS,2,Tank,23.4,10,30,1.3,0.7,6.9,0.05,0.25,0.042,0.031,0.011,0,0.0019,0,0.0007,0,0.005,0.0007,????????????14,127.076736,37.496088
18,2024,7,02/07/24,Summer,GU,0,DWTP,24.5,0,23.2,65.1,0.9,7,0.05,0.36,0.028,0.02,0.008,0,0.0005,0.0006,0,0,0,0.0006,??????????,127.093008,37.544212
19,2024,7,02/07/24,Summer,GU,1,Tap,24.3,18,23.2,65.1,0.9,7.4,0.05,0.18,0.039,0.026,0.009,0.004,0.001,0.0007,0,0,0,0.0007,????????????????70,127.0311861,37.5737371
20,2024,7,02/07/24,Summer,DD,2,Tank,24,17,23.2,65.1,1,7.5,0.08,0.1,0.039,0.024,0.01,0.005,0.0014,0.0007,0,0,0,0.0007,????????????????145,127.0397492,37.5744181
22,2024,7,02/07/24,Summer,DD,0,DWTP,24.1,0,23.2,65.1,0.9,6.9,0.05,0.51,0.032,0.024,0.008,0,0.0006,0.0005,0,0,0,0.0005,??????????,127.0419434,37.5402628
23,2024,7,02/07/24,Summer,DD,1,Tap,24.7,4,23.2,65.1,0.9,7.3,0.05,0.25,0.042,0.027,0.011,0.004,0.0013,0.0006,0.0005,0,0.001,0.0011,??????????????29??37,126.9042398,37.5594152
24,2024,7,02/07/24,Summer,DD,2,Tank,24.1,5,23.2,65.1,0.9,7.5,0.05,0.11,0.043,0.024,0.013,0.006,0.0022,0.0007,0.0008,0,0.003,0.0015,????????????1??27,126.8993559,37.5572313
26,2024,6,04/06/24,Summer,GB,0,DWTP,21.2,0,22.8,0,1.3,7,0.05,0.55,0.03,0.022,0.008,0,0,0.0005,0,0,0.001,0.0005,??????????,127.184416,37.594685
27,2024,6,04/06/24,Summer,GB,1,Tap,21.2,12,22.8,0,1.4,7.1,0.05,0.26,0.038,0.023,0.01,0.005,0.0011,0.0006,0.0006,0,0.002,0.0012,??????????????12??4,127.0147151,37.5991599
28,2024,6,04/06/24,Summer,GB,2,Tank,20.9,12,22.8,0,1.2,7,0.06,0.12,0.039,0.025,0.01,0.004,0.0019,0.0005,0.0007,0,0.003,0.0012,??????????????89,127.0125049,37.6007336
30,2024,6,04/06/24,Summer,YD,0,DWTP,20.9,0,22.8,0,1.3,7.2,0.05,0.59,0.04,0.028,0.009,0.003,0.0007,0,0.0006,0,0.002,0.0006,????????????,126.884068,37.547564
31,2024,6,04/06/24,Summer,YD,1,Tap,20.9,1.7,22.8,0,1.2,6.9,0.06,0.37,0.046,0.031,0.011,0.004,0.0013,0.0005,0.0008,0,0.003,0.0013,??????????????10??13,126.8710739,37.5195788
32,2024,6,04/06/24,Summer,YD,2,Tank,20.3,1.9,22.8,0,1.3,7.1,0.05,0.17,0.046,0.033,0.01,0.003,0.0021,0.0005,0.0009,0,0.005,0.0014,????????????20??158,126.8616244,37.4916164
34,2024,5,03/05/24,Spring,GA,0,DWTP,15.3,0,19.7,0,1.4,7.2,0.05,0.38,0.018,0.013,0.005,0,0.0008,0.0006,0.0006,0,0.003,0.0012,??????????,127.1724669,37.5198224
35,2024,5,03/05/24,Spring,AS,1,Tap,15,12,19.7,0,1.3,7.2,0.06,0.27,0.02,0.013,0.007,0,0.0015,0.0007,0.0007,0,0.004,0.0014,????????????108(??????),126.9196745,37.4649824
36,2024,5,03/05/24,Spring,AS,2,Tank,16.1,12,19.7,0,1.4,7.4,0.1,0.1,0.021,0.014,0.007,0,0.0025,0.0007,0.0008,0,0.004,0.0015,????????????110(??????),126.9198509,37.4648455
38,2024,5,03/05/24,Spring,AS,0,DWTP,17.4,0,19.7,0,1,7.2,0.06,0.53,0.018,0.012,0.006,0,0.0007,0.0006,0,0,0.002,0.0006,??????????,127.1419079,37.56223559
39,2024,5,03/05/24,Spring,GA,1,Tap,15.1,10,19.7,0,1,7.1,0.06,0.32,0.02,0.014,0.006,0,0.0009,0.0006,0.0007,0,0.003,0.0013,????????????51??20(??????),127.1416736,37.4968362
40,2024,5,03/05/24,Spring,AS,2,Tank,14.4,10,19.7,0,1.4,7.1,0.05,0.18,0.022,0.016,0.006,0,0.0016,0.0007,0.0008,0,0.005,0.0015,????????????8??8(??????),127.1445265,37.4909346
42,2024,4,02/04/24,Spring,GU,0,DWTP,11.1,0,15.4,0,1,7.2,0.07,0.35,0.014,0.009,0.005,0,0,0,0,0,0.001,0,??????????,127.093008,37.544212
43,2024,4,02/04/24,Spring,GU,1,Tap,11.3,7.1,15.4,0,0.9,7.1,0.07,0.28,0.015,0.009,0.006,0,0.0008,0,0,0,0.002,0,???? ??????2??9,126.9936298,37.5626474
44,2024,4,02/04/24,Spring,GU,2,Tank,10.7,7.1,15.4,0,1.5,7,0.17,0.2,0.016,0.009,0.007,0,0.001,0,0,0,0.002,0,???? ??????2??9,126.9936298,37.5626474
46,2024,4,02/04/24,Spring,DD,0,DWTP,10.9,0,15.4,0,0.8,7.3,0.06,0.42,0.018,0.012,0.006,0,0,0,0,0,0.001,0,??????????,127.0419434,37.5402628
47,2024,4,02/04/24,Spring,DD,1,Tap,11.3,3.6,15.4,0,0.7,7.2,0.07,0.3,0.019,0.012,0.007,0,0.0012,0,0,0,0.003,0,????????????558-3,127.0784562,37.5277647
48,2024,4,02/04/24,Spring,DD,2,Tank,11.6,6.9,15.4,0,0.8,7.2,0.07,0.28,0.017,0.011,0.006,0,0.001,0,0,0,0.002,0,????????????594,127.0775297,37.5293839
50,2024,3,04/03/24,Spring,GB,0,DWTP,6.5,0,5.4,0,1.5,7.1,0.05,0.43,0.011,0.008,0.003,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
51,2024,3,04/03/24,Spring,GB,1,Tap,7.3,16,5.4,0,1.5,6.7,0.05,0.35,0.016,0.011,0.005,0,0.0008,0,0,0,0.005,0,????????????23??58,127.0204119,37.6457256
52,2024,3,04/03/24,Spring,GB,2,Tank,6.5,11,5.4,0,1.6,7.1,0.06,0.4,0.013,0.009,0.004,0,0.0009,0,0,0,0.005,0,????????????31??51,127.0378057,37.6305856
54,2024,3,04/03/24,Spring,YD,0,DWTP,6,0,5.4,0,1.3,7.2,0.05,0.46,0.014,0.01,0.004,0,0,0,0,0,0.004,0,????????????,126.884068,37.547564
55,2024,3,04/03/24,Spring,YD,1,Tap,13,3.6,5.4,0,1.7,7,0.04,0.23,0.029,0.02,0.009,0,0.0021,0,0.0008,0,0.012,0.0008,??????????????124,126.8211025,37.5593481
56,2024,3,04/03/24,Spring,YD,2,Tank,8.5,6.9,5.4,0,1.6,7,0.06,0.17,0.033,0.023,0.01,0,0.003,0,0.001,0,0.015,0.001,??????????????105,126.8664767,37.5170481
58,2024,2,05/02/24,Winter,GA,0,DWTP,3.5,0,2.7,3.9,1.1,7.2,0.04,0.37,0.012,0.007,0.005,0,0.0006,0,0,0,0.005,0,??????????,127.1724669,37.5198224
59,2024,2,05/02/24,Winter,GA,1,Tap,4.3,7,2.7,3.9,1.2,7.1,0.05,0.23,0.015,0.009,0.006,0,0.001,0,0,0,0.005,0,??????????????33????20,127.1539795,37.5001389
60,2024,2,05/02/24,Winter,GA,2,Tank,5.7,6,2.7,3.9,1.2,6.8,0.04,0.29,0.013,0.008,0.005,0,0.0008,0,0,0,0.005,0,??????????????319,127.1566455,37.4923374
62,2024,2,05/02/24,Winter,AS,0,DWTP,2.7,0,2.7,3.9,1.1,7.2,0.05,0.47,0.014,0.009,0.005,0,0.0007,0,0,0,0.006,0,??????????,127.1419079,37.56223559
63,2024,2,05/02/24,Winter,AS,1,Tap,5.8,9.6,2.7,3.9,1,7.1,0.05,0.32,0.015,0.009,0.006,0,0.0013,0.0005,0,0,0.008,0.0005,????????????11??11,127.1067949,37.476552
64,2024,2,05/02/24,Winter,AS,2,Tank,4.7,9.6,2.7,3.9,1.3,7.1,0.05,0.31,0.015,0.009,0.006,0,0.0012,0,0,0,0.007,0,????????????11??11,127.1067949,37.476552
66,2024,1,09/01/24,Winter,GU,0,DWTP,2.5,0,-0.6,1.6,0.9,6.9,0.04,0.3,0.016,0.011,0.005,0,0.0005,0,0,0,0.005,0,??????????,127.093008,37.544212
67,2024,1,09/01/24,Winter,GU,1,Tap,4.7,14.4,-0.6,1.6,1,7,0.04,0.24,0.018,0.013,0.005,0,0.0008,0,0,0,0.006,0,??????????????????77,127.0739549,37.5671783
68,2024,1,09/01/24,Winter,GU,2,Tank,4.9,15.2,-0.6,1.6,1,6.9,0.05,0.19,0.019,0.013,0.006,0,0.0009,0,0,0,0.006,0,??????????????????67,127.0739549,37.5671783
70,2024,1,09/01/24,Winter,DD,0,DWTP,2.8,0,-0.6,1.6,1,7.1,0.04,0.38,0.019,0.014,0.005,0,0,0,0,0,0.004,0,??????????,127.0419434,37.5402628
71,2024,1,09/01/24,Winter,DD,1,Tap,6.8,1.7,-0.6,1.6,1,6.9,0.05,0.24,0.024,0.017,0.007,0,0.0011,0,0,0,0.007,0,????????????768,126.9503835,37.552924
72,2024,1,09/01/24,Winter,DD,2,Tank,6.6,1.7,-0.6,1.6,1,7,0.07,0.17,0.026,0.018,0.008,0,0.0014,0,0,0,0.009,0,????????????13,126.9374927,37.5534298
74,2023,12,04/12/23,Winter,GB,0,DWTP,7,0,2.7,0,0.9,7.4,0.04,0.54,0.014,0.01,0.004,0,0,0,0,0,0.002,0,??????????,127.184416,37.594685
75,2023,12,04/12/23,Winter,GB,1,Tap,9.9,13.5,2.7,0,1,7.1,0.05,0.46,0.018,0.012,0.006,0,0.0008,0,0,0,0.004,0,????????????98-11,127.03473,37.5989803
76,2023,12,04/12/23,Winter,GB,2,Tank,9.4,14,2.7,0,1.1,7.1,0.04,0.43,0.02,0.013,0.007,0,0.0011,0,0,0,0.004,0,????????????29,127.0359422,37.5928872
78,2023,12,04/12/23,Winter,YD,0,DWTP,6.4,0,2.7,0,0.9,7.1,0.05,0.46,0.02,0.014,0.006,0,0,0,0,0,0.002,0,????????????,126.884068,37.547564
79,2023,12,04/12/23,Winter,YD,1,Tap,8.4,5.3,2.7,0,1.1,7.1,0.05,0.37,0.023,0.015,0.008,0,0.0015,0,0,0,0.007,0,??????????????172,126.8715932,37.5210883
80,2023,12,04/12/23,Winter,YD,2,Tank,8.9,4.6,2.7,0,1,7.2,0.05,0.26,0.027,0.018,0.009,0,0.002,0,0.0005,0,0.009,0.0005,??????????????180,126.8721607,37.5216472
82,2023,11,07/11/23,Autumn,GA,0,DWTP,16.3,0,5.8,0,1,7.2,0.06,0.47,0.018,0.01,0.005,0.003,0,0,0,0,0.003,0,??????????,127.1724669,37.5198224
83,2023,11,07/11/23,Autumn,GA,1,Tap,17.8,7,5.8,0,0.9,7.6,0.05,0.32,0.017,0.009,0.005,0.003,0.0006,0,0,0,0.003,0,????????????????20??13,127.102485,37.506195
84,2023,11,07/11/23,Autumn,GA,2,Tank,19.4,7,5.8,0,0.9,7.2,0.06,0.19,0.021,0.011,0.006,0.004,0.0013,0,0.0005,0,0.003,0.0005,????????????????210,127.1003724,37.5065624
86,2023,11,07/11/23,Autumn,AS,0,DWTP,17,0,5.8,0,1,7.2,0.05,0.55,0.017,0.012,0.005,0,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
87,2023,11,07/11/23,Autumn,AS,1,Tap,18.2,7,5.8,0,1.1,7.4,0.05,0.34,0.025,0.014,0.007,0.004,0.0009,0,0,0,0.003,0,????????????????10??97,126.9152906,37.4922991
88,2023,11,07/11/23,Autumn,AS,2,Tank,18.5,7,5.8,0,1,7.4,0.05,0.14,0.026,0.015,0.007,0.004,0.0016,0,0.0005,0,0.003,0.0005,????????????????10??100,126.9145391,37.491746
90,2023,10,04/10/23,Autumn,GU,0,DWTP,21.5,0,17.3,14.7,1.1,7.2,0.05,0.43,0.028,0.021,0.007,0,0.0006,0.0007,0,0,0.002,0.0007,??????????,127.093008,37.544212
91,2023,10,04/10/23,Autumn,GU,1,Tap,22.5,3,17.3,14.7,1.2,7.3,0.05,0.25,0.035,0.023,0.009,0.003,0.0012,0.0007,0.0006,0,0.004,0.0013,??????????????33??25,127.0846592,37.5699599
92,2023,10,04/10/23,Autumn,GU,2,Tank,22.3,2.7,17.3,14.7,1.3,7.2,0.14,0.1,0.032,0.021,0.008,0.003,0.0016,0.0007,0.0007,0,0.004,0.0014,??????????????22??82,127.0885593,37.5668387
94,2023,10,04/10/23,Autumn,DD,0,DWTP,20.9,0,17.3,14.7,0.9,7.2,0.06,0.6,0.034,0.027,0.007,0,0.0006,0.0007,0,0,0.002,0.0007,??????????,127.0419434,37.5402628
95,2023,10,04/10/23,Autumn,DD,1,Tap,30.2,11,17.3,14.7,1,7.2,0.13,0.15,0.047,0.032,0.011,0.004,0.0018,0.0007,0.0008,0,0.007,0.0015,??????????????31,126.9698833,37.5261582
96,2023,10,04/10/23,Autumn,DD,2,Tank,25.9,11,17.3,14.7,1,7.1,0.09,0.13,0.05,0.034,0.012,0.004,0.0016,0.0007,0.0007,0,0.005,0.0014,??????????????31,126.9698833,37.5261582
98,2023,9,05/09/23,Autumn,GB,0,DWTP,27.6,0,28.5,0,1.3,7.1,0.04,0.64,0.032,0.026,0.006,0,0.0005,0,0,0,0.003,0,??????????,127.184416,37.594685
99,2023,9,05/09/23,Autumn,GB,1,Tap,24.4,14,28.5,0,1.3,7.2,0.04,0.32,0.038,0.028,0.01,0,0.0022,0,0.0007,0,0.006,0.0007,????????????935,127.0375183,37.6334146
100,2023,9,05/09/23,Autumn,GB,2,Tank,25.6,15,28.5,0,1.3,7.3,0.05,0.12,0.048,0.036,0.009,0.003,0.0036,0,0.0009,0,0.006,0.0009,????????????22??1,127.0710937,37.6486645
102,2023,9,05/09/23,Autumn,YD,0,DWTP,24.5,0,28.5,0,1.2,7.1,0.05,0.56,0.044,0.035,0.009,0,0.0011,0,0,0,0.004,0,????????????,126.884068,37.547564
103,2023,9,05/09/23,Autumn,YD,1,Tap,25.9,4.7,28.5,0,1.4,7.1,0.04,0.37,0.051,0.04,0.011,0,0.0022,0,0.0008,0,0.008,0.0008,??????????????10??16-7,126.8715265,37.5189616
104,2023,9,05/09/23,Autumn,YD,2,Tank,23.4,7.4,28.5,0,1.3,7.3,0.06,0.18,0.047,0.036,0.011,0,0.0032,0,0.001,0,0.007,0.001,????????????28??29,126.8213263,37.5718189
106,2023,8,01/08/23,Summer,GA,0,DWTP,26.4,0,29.9,0,1.7,7,0.05,0.46,0.035,0.024,0.008,0.003,0.0012,0,0.0005,0,0.003,0.0005,??????????,127.1724669,37.5198224
107,2023,8,01/08/23,Summer,GA,1,Tap,26.8,3,29.9,0,1.5,7,0.05,0.39,0.029,0.019,0.007,0.003,0.0013,0,0.0006,0,0.003,0.0006,??????????????23??12,127.1457692,37.5016584
108,2023,8,01/08/23,Summer,GA,2,Tank,26.7,5,29.9,0,1.7,7,0.06,0.15,0.032,0.022,0.006,0.004,0.0029,0,0.0008,0,0.003,0.0008,????????????35??12,127.1455443,37.5000198
110,2023,8,01/08/23,Summer,AS,0,DWTP,26.9,0,29.9,0,1.1,7,0.05,0.61,0.045,0.033,0.009,0.003,0.0006,0,0,0,0.002,0,??????????,127.1419079,37.56223559
111,2023,8,01/08/23,Summer,AS,1,Tap,25.7,11,29.9,0,1.4,7,0.05,0.35,0.048,0.033,0.011,0.004,0.0017,0,0.0006,0,0.004,0.0006,????????????637??22,127.1092204,37.466456
112,2023,8,01/08/23,Summer,AS,2,Tank,26.2,13,29.9,0,1.4,7.1,0.05,0.28,0.038,0.028,0.007,0.003,0.002,0,0.0008,0,0.006,0.0008,??????????????270,127.0140157,37.5066137
114,2023,7,04/07/23,Summer,GU,0,DWTP,22.1,0,26.1,61.8,0.7,7,0.05,0.43,0.032,0.024,0.008,0,0,0,0,0,0.001,0,??????????,127.093008,37.544212
115,2023,7,04/07/23,Summer,GU,1,Tap,22.7,7,26.1,61.8,0.9,7.1,0.05,0.21,0.024,0.017,0.007,0,0.0011,0,0,0,0.002,0,????????????160,127.1100089,37.6063397
116,2023,7,04/07/23,Summer,GU,2,Tank,23,7,26.1,61.8,0.8,6.9,0.08,0.18,0.028,0.02,0.008,0,0.0014,0,0,0,0.003,0,????????????156,127.108855,37.606169
118,2023,7,04/07/23,Summer,DD,0,DWTP,21.9,0,26.1,61.8,0.7,6.9,0.06,0.55,0.034,0.027,0.007,0,0,0,0,0,0.001,0,??????????,127.0419434,37.5402628
119,2023,7,04/07/23,Summer,DD,1,Tap,23.2,14.5,26.1,61.8,0.8,7,0.06,0.36,0.041,0.031,0.01,0,0.0012,0,0,0,0.003,0,??????????????168,126.9310265,37.5557136
120,2023,7,04/07/23,Summer,DD,2,Tank,22.8,14,26.1,61.8,0.9,7.1,0.06,0.15,0.041,0.027,0.011,0.003,0.002,0,0.0006,0,0.003,0.0006,????????????9??45,126.9309787,37.5533692
122,2023,6,07/06/23,Summer,GB,0,DWTP,21.6,0,21.4,0,0.9,7.1,0.05,0.45,0.021,0.014,0.007,0,0.0007,0,0,0,0.001,0,??????????,127.184416,37.594685
123,2023,6,07/06/23,Summer,GB,1,Tap,20.6,16,21.4,0,1.1,7.1,0.05,0.29,0.028,0.018,0.01,0,0.0014,0,0.0006,0,0.002,0.0006,????????????1??6-3,127.0041887,37.6089333
124,2023,6,07/06/23,Summer,GB,2,Tank,21,16.2,21.4,0,1.2,7.3,0.04,0.28,0.018,0.011,0.007,0,0.0014,0,0.0006,0,0.002,0.0006,????????????1??19,127.0039526,37.6083071
126,2023,6,07/06/23,Summer,YD,0,DWTP,22.5,0,21.4,0,1.5,7.2,0.06,0.52,0.028,0.021,0.007,0,0.0008,0,0,0,0,0,????????????,126.884068,37.547564
127,2023,6,07/06/23,Summer,YD,1,Tap,21.5,7.5,21.4,0,1.5,7.2,0.05,0.33,0.035,0.021,0.011,0.003,0.0017,0,0.0008,0,0.005,0.0008,????????????1????28,126.8538447,37.4858593
128,2023,6,07/06/23,Summer,YD,2,Tank,21.6,7.1,21.4,0,1.5,7.4,0.05,0.11,0.053,0.031,0.016,0.006,0.003,0,0.0011,0,0.005,0.0011,????????????30,126.8565038,37.4883437
130,2023,5,02/05/23,Spring,GA,0,DWTP,15.2,0,16.7,0,1.8,7.2,0.05,0.37,0.022,0.015,0.007,0,0,0,0,0,0.002,0,??????????,127.1724669,37.5198224
131,2023,5,02/05/23,Spring,GA,1,Tap,15.2,6,16.7,0,1.6,7,0.06,0.24,0.029,0.018,0.008,0.003,0.0009,0,0,0,0.003,0,????????????15??17-5,127.128881,37.4851827
132,2023,5,02/05/23,Spring,GA,2,Tank,14.9,5,16.7,0,1.7,7,0.05,0.11,0.031,0.019,0.009,0.003,0.0013,0,0,0,0.004,0,????????????31??56,127.1354467,37.4905974
134,2023,5,02/05/23,Spring,AS,0,DWTP,15.5,0,16.7,0,1.6,7.2,0.05,0.49,0.025,0.017,0.008,0,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
135,2023,5,02/05/23,Spring,AS,1,Tap,15.8,21,16.7,0,1.5,7.2,0.05,0.24,0.033,0.02,0.01,0.003,0.001,0,0,0,0.004,0,????????????????8,126.91034,37.492821
136,2023,5,02/05/23,Spring,AS,2,Tank,16.1,21,16.7,0,1.5,7.3,0.06,0.2,0.03,0.018,0.009,0.003,0.0013,0,0,0,0.005,0,????????????????10??38,126.9136621,37.494331
138,2023,4,04/04/23,Spring,GU,0,DWTP,13.4,0,17.6,6.9,1.3,7.3,0.06,0.37,0.017,0.011,0.006,0,0.0005,0,0,0,0,0,??????????,127.093008,37.544212
139,2023,4,04/04/23,Spring,GU,1,Tap,12.8,0.5,17.6,6.9,1.3,7.4,0.06,0.22,0.023,0.011,0.007,0.005,0.001,0.0007,0,0,0.002,0.0007,????????????38-4,127.0965031,37.5489614
140,2023,4,04/04/23,Spring,GU,2,Tank,14.1,1.2,17.6,6.9,1.4,7.5,0.07,0.17,0.024,0.012,0.007,0.005,0.001,0.0007,0,0,0.002,0.0007,??????????????78??90,127.1106061,37.5510808
142,2023,4,04/04/23,Spring,DD,0,DWTP,13.7,0,17.6,6.9,1.5,7.2,0.05,0.45,0.026,0.015,0.008,0.003,0,0.0006,0,0,0,0.0006,??????????,127.0419434,37.5402628
143,2023,4,04/04/23,Spring,DD,1,Tap,13.9,6.5,17.6,6.9,1.6,7.2,0.06,0.28,0.03,0.015,0.009,0.006,0.001,0.0007,0.0005,0,0.004,0.0012,??????????????10-213,127.0007206,37.540399
144,2023,4,04/04/23,Spring,DD,2,Tank,13.9,6.5,17.6,6.9,1.5,7.4,0.07,0.14,0.032,0.015,0.01,0.007,0.0019,0.0008,0.0008,0,0.005,0.0016,??????????????10-213,127.0007206,37.540399
146,2023,3,07/03/23,Spring,GB,0,DWTP,6.9,0,11.7,0,1.2,7.3,0.05,0.41,0.014,0.009,0.005,0,0.0005,0,0,0,0.004,0,??????????,127.184416,37.594685
147,2023,3,07/03/23,Spring,GB,1,Tap,7.9,15,11.7,0,1.1,7.4,0.05,0.27,0.02,0.01,0.007,0.003,0.0011,0,0.0005,0,0.006,0.0005,????????????935,127.0375183,37.6334146
148,2023,3,07/03/23,Spring,GB,2,Tank,8.3,15,11.7,0,1,7.4,0.06,0.18,0.024,0.012,0.008,0.004,0.0015,0,0.0006,0,0.008,0.0006,????????????115??20,127.0362166,37.6330865
150,2023,3,07/03/23,Spring,YD,0,DWTP,7,0,11.7,0,1.1,7.2,0.06,0.37,0.021,0.013,0.008,0,0.0009,0,0,0,0.005,0,????????????,126.884068,37.547564
151,2023,3,07/03/23,Spring,YD,1,Tap,8.5,3.4,11.7,0,1.1,7.1,0.06,0.4,0.035,0.019,0.012,0.004,0.002,0,0.0007,0,0.011,0.0007,??????????????10??12,126.8710983,37.5187508
152,2023,3,07/03/23,Spring,YD,2,Tank,13.1,3.5,11.7,0,1.2,7.1,0.06,0.21,0.038,0.021,0.013,0.004,0.0029,0,0.001,0,0.012,0.001,??????????????301-21,126.8691758,37.5191344
154,2023,2,07/02/23,Winter,GA,0,DWTP,3.5,0,3.5,0,1.4,7.2,0.06,0.37,0.017,0.01,0.007,0,0.0011,0,0,0,0.008,0,??????????,127.1724669,37.5198224
155,2023,2,07/02/23,Winter,GA,1,Tap,4.3,7,3.5,0,1.4,7.2,0.05,0.22,0.024,0.012,0.009,0.003,0.0016,0,0.0005,0,0.011,0.0005,????????????74,127.1217519,37.5381767
156,2023,2,07/02/23,Winter,GA,2,Tank,5.7,6,3.5,0,1.7,7.1,0.05,0.19,0.022,0.011,0.008,0.003,0.0018,0,0.0006,0,0.009,0.0006,????????????24??42,127.1168309,37.5321392
158,2023,2,07/02/23,Winter,AS,0,DWTP,2.7,0,3.5,0,1.4,7.1,0.05,0.42,0.024,0.014,0.01,0,0.0012,0,0,0,0.009,0,??????????,127.1419079,37.56223559
159,2023,2,07/02/23,Winter,AS,1,Tap,5.8,11.9,3.5,0,1.5,7.2,0.05,0.25,0.022,0.013,0.009,0,0.0019,0,0.0005,0,0.011,0.0005,????????????21??7,127.0387954,37.4924958
160,2023,2,07/02/23,Winter,AS,2,Tank,4.7,10.3,3.5,0,1.5,7.3,0.06,0.21,0.024,0.012,0.009,0.003,0.0024,0,0.0007,0,0.012,0.0007,????????????78??22,127.058402,37.4963866
162,2023,1,03/01/23,Winter,GU,0,DWTP,3.5,0,-5,0,0.5,7.1,0.06,0.4,0.015,0.01,0.005,0,0,0,0,0,0.005,0,??????????,127.093008,37.544212
163,2023,1,03/01/23,Winter,GU,1,Tap,4.3,1.7,-5,0,0.4,7.3,0.05,0.3,0.017,0.011,0.006,0,0.0007,0,0,0,0.007,0,??????????????568,127.0808064,37.5562664
164,2023,1,03/01/23,Winter,GU,2,Tank,5.7,3.8,-5,0,1.2,7.5,0.06,0.17,0.018,0.011,0.007,0,0.0011,0,0.0006,0,0.009,0.0006,??????????6??16,127.0501541,37.54841
166,2023,1,03/01/23,Winter,DD,0,DWTP,2.7,0,-5,0,1.1,7.3,0.05,0.44,0.016,0.01,0.006,0,0,0,0,0,0.005,0,??????????,127.0419434,37.5402628
167,2023,1,03/01/23,Winter,DD,1,Tap,5.8,16.9,-5,0,1.3,7.3,0.04,0.29,0.019,0.012,0.007,0,0.0008,0,0,0,0.007,0,??????????????25??190,126.8972352,37.5577844
168,2023,1,03/01/23,Winter,DD,2,Tank,4.7,16.8,-5,0,1,7.3,0.06,0.24,0.02,0.012,0.008,0,0.0011,0,0.0005,0,0.008,0.0005,??????????????36,126.8999047,37.558382
170,2022,12,20/12/22,Winter,GB,0,DWTP,8.4,0,-3.2,0,1.2,7.4,0.05,0.51,0.01,0.007,0.003,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
171,2022,12,20/12/22,Winter,GB,1,Tap,9.9,15.6,-3.2,0,1,7.2,0.04,0.43,0.015,0.01,0.005,0,0.0007,0,0,0,0.004,0,????????????26??1,127.0111512,37.6044753
172,2022,12,20/12/22,Winter,GB,2,Tank,9.7,15.6,-3.2,0,0.9,7.2,0.04,0.3,0.016,0.01,0.006,0,0.0012,0,0,0,0.004,0,????????????26??8,127.0103909,37.6037736
